,RES1 Smith And Morehouse.Storage,RES2 Rockport.Storage,RES3 Echo.Storage,RES4 Lost Creek.Storage,RES5 East Canyon.Storage,RES6 Causey.Storage,RES7 Pineview.Storage,RES8 Willard Bay.Storage,RES9 Gravel Pit.Storage,RES10 Chalk Creek.Storage,Protected Pools.Pineview,Protected Pools.East Canyon,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion,Oakley Diversion:SA2 Oakley to Wanship.Diversion,Wanship Diversion:SA3 Wanship to Echo.Diversion,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion,Lost Creek Diversion:SA5 Lost Creek.Diversion,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion,Park City Diversion:SA7 Park City.Diversion,East Canyon Diversion:SA8 East Canyon.Diversion,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion,Gateway Canal Diversion:SA10 Gateway Canal.Diversion,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion,Slaterville Diversion:SA15 Slaterville.Diversion,Warren Canal Diversion:SA16 Warren Canal.Diversion,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion,GSL Minerals Diversion:SA18 GSL Minerals.Diversion,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion Requested,Oakley Diversion:SA2 Oakley to Wanship.Diversion Requested,Wanship Diversion:SA3 Wanship to Echo.Diversion Requested,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion Requested,Lost Creek Diversion:SA5 Lost Creek.Diversion Requested,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion Requested,Park City Diversion:SA7 Park City.Diversion Requested,East Canyon Diversion:SA8 East Canyon.Diversion Requested,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion Requested,Gateway Canal Diversion:SA10 Gateway Canal.Diversion Requested,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion Requested,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion Requested,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion Requested,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion Requested,Slaterville Diversion:SA15 Slaterville.Diversion Requested,Warren Canal Diversion:SA16 Warren Canal.Diversion Requested,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion Requested,GSL Minerals Diversion:SA18 GSL Minerals.Diversion Requested,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion Requested,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion Requested,Chalk Creek and Weber River Confluence.Inflow1,Davis Weber Canal Sources Confluence.Inflow1,East Canyon Creek and Weber River Confluence.Inflow1,Independent Streams Confluence.Inflow1,Lost Creek and Weber River Confluence.Inflow1,Ogden and Weber River Confluence.Inflow1,Q11 Reach Gain Confluence.Inflow1,Q20 Reach Gain Confluence.Inflow1,Q37 Reach Gain Confluence.Inflow1,Q46 Reach Gain Confluence.Inflow1,Q53 Reach Gain Confluence.Inflow1,Q57 Reach Gain Confluence.Inflow1,Q68 Sewage Outfall Confluence.Inflow1,Q8 Reach Gain Confluence.Inflow1,Q81 Reach Gain Confluence.Inflow1,Q82 Reach Gain Confluence.Inflow1,Smith And Morehouse and Weber River Confluence.Inflow1,Wells Confluence.Inflow1,Wheeler Creek and Ogden River Confluence.Inflow1,Willard Bay Releases and Weber River Confluence.Inflow1,Chalk Creek and Weber River Confluence.Inflow2,Davis Weber Canal Sources Confluence.Inflow2,East Canyon Creek and Weber River Confluence.Inflow2,Independent Streams Confluence.Inflow2,Lost Creek and Weber River Confluence.Inflow2,Ogden and Weber River Confluence.Inflow2,Q11 Reach Gain Confluence.Inflow2,Q20 Reach Gain Confluence.Inflow2,Q37 Reach Gain Confluence.Inflow2,Q46 Reach Gain Confluence.Inflow2,Q53 Reach Gain Confluence.Inflow2,Q57 Reach Gain Confluence.Inflow2,Q68 Sewage Outfall Confluence.Inflow2,Q8 Reach Gain Confluence.Inflow2,Q81 Reach Gain Confluence.Inflow2,Q82 Reach Gain Confluence.Inflow2,Smith And Morehouse and Weber River Confluence.Inflow2,Wells Confluence.Inflow2,Wheeler Creek and Ogden River Confluence.Inflow2,Willard Bay Releases and Weber River Confluence.Inflow2,Chalk Creek and Weber River Confluence.Outflow,Davis Weber Canal Sources Confluence.Outflow,East Canyon Creek and Weber River Confluence.Outflow,Independent Streams Confluence.Outflow,Lost Creek and Weber River Confluence.Outflow,Ogden and Weber River Confluence.Outflow,Q11 Reach Gain Confluence.Outflow,Q20 Reach Gain Confluence.Outflow,Q37 Reach Gain Confluence.Outflow,Q46 Reach Gain Confluence.Outflow,Q53 Reach Gain Confluence.Outflow,Q57 Reach Gain Confluence.Outflow,Q68 Sewage Outfall Confluence.Outflow,Q8 Reach Gain Confluence.Outflow,Q81 Reach Gain Confluence.Outflow,Q82 Reach Gain Confluence.Outflow,Smith And Morehouse and Weber River Confluence.Outflow,Wells Confluence.Outflow,Wheeler Creek and Ogden River Confluence.Outflow,Willard Bay Releases and Weber River Confluence.Outflow,WBWCD ASR.Inflow,WBWCD ASR.Outflow,WBWCD ASR.Percolation,WBWCD ASR.Pumped Flow,WBWCD ASR.Storage,New Res Confluence.Inflow1,New Res Confluence.Inflow2,New Res Confluence.Outflow
8/1/1981,2717.297192,45343.29949,3239.532207,17602.99791,20573.3389,1000,27851.58378,185596.3488,NaN,NaN,24051.9703,16307.02471,1733.860478,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,2315.266632,8600,5874,23575,5104,4900.5,2736,5346,0,1733.860478,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4449.460464,18150,24989.31141,18944.19841,29969.31141,9482.612147,3000,29459.8004,34471.92355,24311.22429,1560.773635,0,5004.5,0,22733.26438,4315.807222,5104.405256,16874.19841,19039.69419,23575,808.0096068,0,9482.612147,245.8015867,0,13250.65224,1449.460464,509.5110079,7091.499153,8667.387853,754.4929968,28.39678646,5000,2145.626411,841.7356172,688.6927777,1501.455222,2070,84.95804683,4315.807222,5257.47007,18150,34471.92355,19190,29969.31141,22733.26438,4449.460464,29969.31141,41563.42271,32978.61215,2315.266632,28.39678646,10004.5,2145.626411,23575,5004.5,6605.860478,18944.19841,19124.65224,27890.80722,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1981,2995.953136,38612.68039,9.999999926,16895.83922,19389.387,1000,912.6551549,168201.7611,NaN,NaN,7696.62466,15151.30609,1379.249628,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2122.659949,5848,4806,16400,3248,4779.5,1881,4131,0,1379.249628,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,8804.133093,1320,7220.189869,13918.33416,11453.18987,2036.509684,6824.361682,11353.47199,7220.189869,1.86639E-12,1392.081533,0,6027.5,880.6634965,18172.11036,3920.615946,3839.913124,13058.33416,20873.92447,20747.19087,925.7214918,11880,0,221.665844,1.86639E-12,16135.60068,1979.771411,99.71788179,6126.144287,7487.509684,730.5784151,0,2000,2659.175128,2575.08051,2106.884054,450,860,67.67620625,11453.42507,9729.854585,13200,7220.189869,14140,11453.18987,18172.11036,8804.133093,11453.18987,13346.33416,7487.509684,2122.659949,0,8027.5,3539.838625,20747.19087,6027.5,4289.913124,13918.33416,20941.60068,32200.61595,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1981,3383.823785,40670.67759,7578.889403,17851.45306,20989.52315,2095.138619,931.6117743,161955.438,NaN,NaN,2100.164245,16754.17883,1642.282649,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1642.282649,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,5893.891454,577.5,450,4828.860398,0,5574.379636,3000,0,750,1343.172617,600,1814.099139,5492,3356.955905,6174.379636,3548.435777,4630.438554,3738.860398,743.2378536,8549.84702,1715.030989,5197.5,300,221.1396022,450,600,2893.891454,0,4332.033015,5294.707018,1214.099139,0,2000,1902.541124,2375.467384,1943.564223,450,1090,123.7621464,3271.088757,7608.922443,5775,750,5050,450,6174.379636,5893.891454,0,5082.033015,6637.879636,1814.099139,1814.099139,7492,5259.497029,8549.84702,5492,5080.438554,4828.860398,867,11820.93578,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1981,3744.780446,43805.79266,15123.60635,18561.68037,23004.66858,3127.195731,3086.938021,165906.2598,NaN,NaN,3086.938021,18769.32427,1503.333401,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1503.333401,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,5576.56138,0,3490.770591,2782.439118,3040.770591,11145.86243,3000,0,3790.770591,6741.070405,600,2024.894126,6954,3146.821276,11930.82177,6954,4200.154677,852.4391177,600,6954,1968.155569,0,300,247.5608823,450,784.9593371,2576.56138,3040.770591,3802.738932,4647.792028,1424.894126,730.4321206,2000,2988.293795,0,0,450,1930,184.9593371,0,7544.716949,0,3790.770591,3030,3490.770591,11930.82177,5576.56138,3040.770591,7593.509523,11388.86243,2024.894126,2755.326246,8954,6135.115071,11930.82177,6954,4650.154677,2782.439118,784.9593371,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1981,4227.826249,47658.6605,24813.28206,19801.35099,25173.48133,4107.406995,4878.511957,174947.0184,NaN,NaN,4878.511957,20938.13702,1514.778224,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1514.778224,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,7665.598138,0,2186.188311,2859.120509,1736.188311,10542.1936,3000,0,2486.188311,5616.22441,600,2391.573936,1569.5,3051.436721,11345.55863,1569.5,4116.214945,1099.120509,600,1569.5,2024.077566,0,300,170.8794911,450,803.3650301,4665.598138,1736.188311,4229.156608,5168.969188,1791.573936,0,2000,3801.431118,0,0,450,1760,203.3650301,0,9689.675703,0,2486.188311,3030,2186.188311,11345.55863,7665.598138,1736.188311,6715.344919,10785.1936,2391.573936,2391.573936,3569.5,6852.867839,11345.55863,1569.5,4566.214945,2859.120509,803.3650301,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1982,4481.943512,50389.43432,30966.14585,20435.94667,26897.01675,4963.709732,6373.718264,189523.5317,NaN,NaN,6373.718264,22661.67243,1095.072475,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1095.072475,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,4682.11268,0,3351.226002,1819.042176,2901.226002,10546.12312,3000,0,3651.226002,6187.956511,600,2095.206307,3232.445539,2301.051847,11309.7465,0,2946.124322,1029.042176,600,0,1470.751118,0,300,200.9578237,450,763.6233747,1682.11268,2901.226002,3565.772684,4358.166614,1495.206307,0,2000,3429.721977,3950.76677,3232.445539,450,790,163.6233747,0,6152.863798,0,3651.226002,2020,3351.226002,11309.7465,4682.11268,2901.226002,7216.998687,10546.12312,2095.206307,2095.206307,5232.445539,5730.773824,15260.51327,3232.445539,3396.124322,1819.042176,763.6233747,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/1982,4826.080113,53250.33521,38258.51629,21628.32382,29597.47037,6122.534335,9911.234556,213308.4161,NaN,NaN,9911.234556,25362.12605,1198.792095,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,1198.792095,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,5123.985955,0,5328.88534,2823.289993,4878.88534,23135.47823,3000,0,5628.88534,12350.04265,600,4137.516292,0,2453.044953,24468.88447,0,3201.837048,2103.289993,600,0,2168.384486,0,300,206.7100068,450,1333.406235,2123.985955,4878.88534,8824.447299,10785.43559,3537.516292,0,2000,3407.855937,0,0,450,720,733.4062349,0,7292.370441,0,5628.88534,3030,5328.88534,24468.88447,5123.985955,4878.88534,14453.33264,23135.47823,4137.516292,4137.516292,2000,5860.900891,24468.88447,0,3651.837048,2823.289993,1333.406235,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/1982,6102.996094,61260,54939.35479,22510,36906.89252,7870,32661.96045,227302.1243,NaN,NaN,32661.96045,32671.5482,2346.881639,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,2346.881639,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,11245.33669,0,14818.43158,2811.034037,13150.41965,46855.1016,3689.30182,0,15118.43158,28216.86437,2048.23268,10350.00791,0,4199.141178,49085.09757,0,6096.022817,2151.034037,600,0,5435.501802,0,300,218.9659635,1668.011928,2229.995965,7556.034873,13150.41965,15249.46683,18638.23723,8301.775235,13000.71798,2000,7499.825428,0,0,450,660,1629.995965,0,16680.83849,0,15118.43158,3030,14818.43158,49085.09757,11245.33669,13150.41965,30367.8984,46855.1016,10350.00791,23350.7259,2000,11698.96661,49085.09757,0,6546.022817,2811.034037,2229.995965,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/1982,8350,61260,73940,22510,46912.22704,7870,72485.46454,227302.9322,NaN,NaN,28485.46454,18112.22704,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,32225.09748,1650,65169.41472,4767.040648,59042.77531,103482.2764,19079.37528,22340.54598,65339.41472,81801.33011,8178.478292,20055.43987,44845.89826,13562.72458,105375.0305,44845.89826,11826.86895,2627.040648,256,45870.89826,9197.140328,0,170,282.9593516,6375.639405,1892.754121,13145.72221,36702.22933,19088.95603,23330.94626,11876.96158,20483.5018,2000,5646.548983,0,0,1735.855636,2140,1903.754121,0,41422.23781,1650,65339.41472,5050,65418.41472,105375.0305,32225.09748,59042.77531,84428.37075,105132.2764,20055.43987,40538.94167,46845.89826,19209.27357,105375.0305,44845.89826,13562.72458,4767.040648,2159.754121,45870.89826,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
5/1/1982,8350,61260,73940,22510,51200,7870,110150,227304.0506,NaN,NaN,66150,22400,20383.58935,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,20383.58935,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,59285.23346,10725,141665.0021,8668.723734,133269.2992,208219.4736,47717.79668,83189.29385,149195.6584,178041.5772,23448.74108,35011.29063,153219.0864,36571.28849,228031.6897,153219.0864,50285.50634,6988.723734,20757.77697,166544.0864,26057.06039,0,7530.656271,421.276266,12877.70289,19812.21611,11567.43678,50080.00536,36050.64253,44061.89642,16634.54954,27716.31162,2000,14584.5025,0,0,17631.3715,1680,3059.439141,0,85342.29385,10725,149195.6584,9090,146147.0021,228031.6897,59285.23346,133269.2992,185246.3009,222103.4736,40083.29063,62727.60225,155219.0864,51155.79099,228031.6897,153219.0864,67916.87784,8668.723734,23817.21611,166544.0864,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
6/1/1982,8350,61260,73940,22510,51200,7870,110150,227305.4175,NaN,NaN,66150,22400,17813.70635,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,17813.70635,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,34026.38639,14025,47531.1915,13569.04237,52228.00157,57704.3635,32210.59283,42893.67482,49829.30504,55149.30804,8911.840221,3292.632877,6587.5,27696.35482,59882.43576,5401.163428,44614.63133,11519.04237,5955.548583,27951.16343,11786.73844,0,2298.113534,570.9576282,1030.189935,2178.07226,1815.793552,9334.326744,17343.04538,21197.05546,1671.792656,9631.775706,5000,9500.576915,1449.966921,1186.336572,14699.42984,2050,1562.523677,0,45813.12482,14025,49829.30504,14140,53258.1915,59882.43576,34026.38639,52228.00157,67172.35041,76346.3635,10583.63288,12924.40858,11587.5,37196.93173,61332.40268,6587.5,59314.06117,13569.04237,7518.07226,27951.16343,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
7/1/1982,8350,58153.55095,53503.07263,20860.47801,41494.38467,3298.72644,79984.50623,211265.9208,NaN,NaN,50685.43679,21027.75753,4306.198955,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,4306.198955,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,4139.750132,18975,23762.82657,19852.44405,28991.82657,8358.010386,3000,24061.83495,32120.83695,22791.02077,6838.790335,0,5700.5,1018.357561,23338.40062,5695.280281,11561.82664,17602.44405,20848.62398,23344.78028,2335.103579,0,8358.010386,347.5559539,0,14980.39024,1139.750132,4929.991618,8686.627866,10616.98961,800.9096646,1207.555022,5000,3724.731504,6.379656868,5.219719255,2694.729881,2250,272.766262,4900.5,6474.85371,18975,32120.83695,20200,28991.82657,23338.40062,4139.750132,28991.82657,40807.46482,33408.01039,7639.7,1207.555022,10700.5,4743.089066,23344.78028,5700.5,14256.55652,19852.44405,21121.39024,28245.28028,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
8/1/1982,8350,54455.03057,30361.82199,20203.51214,31596.87705,1000.000001,50776.50239,197211.5585,NaN,NaN,35804.83867,19731.13549,2243.008581,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,5007.506268,8600,5874,23575,5104,4900.5,2736,5346,0,2243.008581,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,5186.05476,18150,23353.50446,18907.55807,28333.50446,8603.070513,3000,27164.57182,31956.57497,22552.14103,4013.312277,0,5004.5,276.4266887,22788.53418,4361.027965,6558.709643,16837.55807,19940.07645,23575,1345.974309,0,8603.070513,282.4419268,0,14185.46367,2186.05476,1168.932638,7811.124126,9546.929487,994.193991,453.1729505,5000,3397.455939,786.4658203,643.4720348,832.7256266,2070,119.3872186,4361.027965,6532.029069,18150,31956.57497,19190,28333.50446,22788.53418,5186.05476,28333.50446,39767.6991,32099.07051,5007.506268,453.1729505,10004.5,3673.882628,23575,5004.5,7391.43527,18907.55807,20059.46367,27936.02797,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
9/1/1982,8350,58043.33044,23010.5189,19929.58643,26835.44642,1000,33468.51242,188701.2463,NaN,NaN,29131.42403,19757.63574,2678.033763,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,3231.323937,5848,4806,16400,3248,4779.5,1881,4131,0,2678.033763,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,10240.38151,13200,15318.37257,13886.42115,19551.37257,4770.123285,3000,18141.90552,20088.49586,13671.24657,1398.076105,0,6027.5,4178.145448,12160.67409,2558.960618,5658.657012,13026.42115,12093.8129,16400,2350.817259,0,4770.123285,253.5788527,0,7390.550803,7240.381507,1409.46706,6897.171858,8429.876715,1833.247832,1098.53856,2000,5898.922567,4239.325912,3468.539382,3227.522199,860,102.7379031,2558.960618,12591.19877,13200,20088.49586,14140,19551.37257,12160.67409,10240.38151,19551.37257,26985.66772,22101.12329,3231.323937,1098.53856,8027.5,10077.06801,16400,6027.5,8886.179211,13886.42115,12196.5508,18958.96062,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
10/1/1982,8350,61260,36274.35425,22110.73417,29314.92705,2128.031094,34192.29291,183916.6677,NaN,NaN,31001.26088,22246.13123,2516.757516,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,2516.757516,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,10491.88055,5775,450,4775.268761,0,1436.537097,4767.65924,0,750,1849.493875,600,2557.746599,5492,5783.114204,2036.537097,3364.159945,6766.2059,3685.268761,663.5182532,4637.230497,2873.13894,0,300,274.7312385,450,600,5724.22131,0,4784.762636,5848.043222,1957.746599,0,2000,2422.592552,2600.693401,2127.840055,1614.86582,1090,203.4817468,1801.929448,13365.01949,5775,750,5050,450,2036.537097,10491.88055,0,5534.762636,7697.537097,2557.746599,2557.746599,7492,8205.706756,4637.230497,5492,8381.07172,4775.268761,867,6439.159945,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
11/1/1982,8350,61260,48467.31118,22510,31559.98685,3191.732948,36549.29913,189621.6243,NaN,NaN,33359.50141,24491.19103,1661.847555,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1661.847555,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,9958.83473,0,4549.471756,2780.201378,3615.598238,12868.98706,6981.264052,0,4849.471756,8099.992887,600,2237.113563,6954,3877.644294,13684.95658,6954,4573.075121,850.201378,600,6954,2234.122195,0,300,249.798622,933.8735176,815.9695206,2977.570678,3615.598238,4100.722509,5011.994178,1637.113563,719.8926567,2000,3103.619758,0,0,966.4167283,1930,215.9695206,0,12192.95693,0,4849.471756,3030,4549.471756,13684.95658,9958.83473,3615.598238,8950.194265,13111.98706,2237.113563,2957.00622,8954,6981.264052,13684.95658,6954,5539.491849,2780.201378,815.9695206,6954,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
12/1/1982,8350,61260,60420.87912,22510,33471.22491,4131.160046,38109.64439,198734.0575,NaN,NaN,34919.84666,26402.4291,1332.434527,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1332.434527,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,10218.41699,0,3101.680025,2835.945532,1699.026881,10649.60778,6788.262308,0,3401.680025,6180.827472,600,2160.34525,1569.5,3109.013897,11417.23324,1569.5,3694.209284,1075.945532,600,1569.5,1735.150954,0,300,194.0544684,1402.653144,767.6254624,3430.154678,1699.026881,3855.092978,4711.780307,1560.34525,0,2000,3679.248411,0,0,747.2391407,1760,167.6254624,0,11953.56794,0,3401.680025,3030,3101.680025,11417.23324,10218.41699,1699.026881,7256.773004,10892.60778,2160.34525,2160.34525,3569.5,6788.262308,11417.23324,1569.5,4441.448425,2835.945532,767.6254624,1569.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1/1/1983,8350,61260,70834.42626,22510,35421.86719,5039.447795,39851.41857,216233.1562,NaN,NaN,36661.62085,28353.07137,1236.08053,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,1236.08053,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,8675.628662,0,4737.414037,1839.360865,3456.6421,12794.85384,6480.510981,0,5037.414037,7951.113474,600,2341.774189,3745.814225,2884.187903,13604.88129,0,3136.027339,1049.360865,600,0,1737.918479,0,300,180.6391347,1280.771937,810.027445,2195.117682,3456.6421,3963.060303,4843.74037,1741.774189,0,2000,3596.323078,4578.217386,3745.814225,984.241094,790,210.027445,0,10413.54714,0,5037.414037,2020,4737.414037,13604.88129,8675.628662,3456.6421,9000.474339,12794.85384,2341.774189,2341.774189,5745.814225,6480.510981,18183.09867,3745.814225,4120.268433,1839.360865,810.027445,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
2/1/1983,8350,61260,73940,22510,39168.72164,6618.821991,45468.24753,227302,NaN,NaN,42278.4498,32099.92582,1522.936659,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,1522.936659,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,10399.04148,0,20260.43207,2811.728006,17881.50732,48585.90913,7366.566568,10370.862,20560.43207,32021.44634,600,6216.828953,0,3553.518872,50465.5631,0,3873.033773,2091.728006,600,0,3077.394259,0,300,218.271994,2378.924756,1879.65397,3032.474917,7510.645314,13552.74228,16564.46278,5616.828953,0,2000,3813.047696,0,0,1203.421759,720,1279.65397,0,13476.43574,0,20560.43207,3030,20260.43207,50465.5631,10399.04148,17881.50732,34113.17435,48585.90913,6216.828953,6216.828953,2000,7366.566568,50465.5631,0,5076.455531,2811.728006,1879.65397,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
3/1/1983,8350,61260,73940,22510,51200,7870,84273.79029,227302.1243,NaN,NaN,81083.99256,44131.20418,3709.066407,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,3709.066407,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,33258.10044,0,69733.21163,2817.071006,65538.1623,122629.3116,19012.17828,42648.52613,70160.51107,92585.08225,4910.479014,19332.89232,64656.81099,8654.488282,126144.4143,64656.81099,9219.773697,2157.071006,600,64656.81099,9390.42569,0,427.2994415,212.9289939,4195.049331,3515.102711,14245.92216,22889.63617,24581.64218,30044.22934,14422.41331,20072.65044,2000,10357.69,0,0,3143.780992,660,2915.102711,0,42648.52613,0,70160.51107,3030,69733.21163,126144.4143,33258.10044,65538.1623,94742.15326,122629.3116,19332.89232,39405.54276,66656.81099,19012.17828,126144.4143,64656.81099,12363.55469,2817.071006,3515.102711,64656.81099,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
4/1/1983,8350,61260,73940,22510,51200,7870,110150,227302.9322,NaN,NaN,66150,22400,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,36261.65702,1650,91034.46713,4765.39474,84527.62473,140433.76,21959.02259,45736.64667,101510.4167,118324.4541,8449.073584,20956.04524,97245.46275,16396.50527,157774.595,97245.46275,12224.51229,2625.39474,15642.41601,98270.46275,9562.289643,0,10475.94958,284.6052597,6755.842396,17340.83499,14302.63444,38790.97807,19439.43211,23759.30591,12506.97166,21069.47668,2000,5692.415604,0,0,4171.992985,2140,1965.418981,0,45823.94667,1650,101510.4167,5050,91283.46713,157774.595,36261.65702,84527.62473,120949.8488,142083.76,20956.04524,42025.52192,99245.46275,22088.92088,157774.595,97245.46275,16396.50527,4765.39474,17607.83499,98270.46275,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
